Race,Lap,Position,Overtaker,Overtaken,Turn,Year,Session,OvertakerNumber,OvertakenNumber,NormalizedPosition,X,Y,CornerAngle,AverageCornerSpeed,SpeedDelta,DistanceDelta,isOvertakerSoft,isOvertakenSoft,isOvertakerMedium,isOvertakenMedium,isOvertakerHard,isOvertakenHard,isOvertakerWet,isOvertakenWet,isOvertakerIntermediate,isOvertakenIntermediate,OvertakerTyreLife,OvertakenTyreLife,IsOvertakerFreshTyre,IsOvertakenFreshTyre,OvertakeHappened
China,48,4,Verstappen,Hamilton,6,2018,R,33,44,0.2,-6594.7578125,3667.179443359375,0.2878258674113974,-0.9804815192242364,-0.3617030522954928,-0.38872017254702135,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888955116272,0.800000011920929,1.0,1.0,1
China,55,7,Alonso,Vettel,3,2018,R,14,5,0.35,-4563.62158203125,-2055.360595703125,0.2049724608469997,-0.8370917084458227,0.1401044391778461,-0.3464906566089842,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111119389534,0.1000000014901161,1.0,1.0,1
Azerbaijan,6,4,Verstappen,Ricciardo,2,2018,R,33,3,0.2,2384.066913761068,3686.071451624304,0.2147688071307075,-0.854642075690178,-0.28698083219077397,-0.168850998607924,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7567567825317383,0.75,0.0,0.0,1
Azerbaijan,6,5,Sainz,Ricciardo,2,2018,R,55,3,0.25,2384.066913761068,3686.071451624304,0.2147688071307075,-0.854642075690178,0.7927219834015438,-0.168850998607924,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6800000071525574,0.75,0.0,0.0,1
Azerbaijan,6,7,Gasly,Hulkenberg,1,2018,R,10,27,0.35,3689.0374001567743,631.3189725875945,0.0691767919991035,-0.750087028565373,-0.44669654621227006,-0.3953142203274986,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608687877655,0.2000000029802322,1.0,0.0,1
Azerbaijan,6,8,Gasly,Stroll,1,2018,R,10,18,0.4,3689.0374001567743,631.3189725875945,0.0691767919991035,-0.750087028565373,-0.7884342759683185,-0.022347035023927028,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608687877655,0.7727272510528564,1.0,1.0,1
Azerbaijan,6,8,Stroll,Hulkenberg,1,2018,R,18,27,0.4,3689.0374001567743,631.3189725875945,0.0691767919991035,-0.750087028565373,-0.440321093931957,-0.3953142203274986,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7727272510528564,0.2000000029802322,1.0,0.0,1
Azerbaijan,6,8,Hulkenberg,Stroll,4,2018,R,27,18,0.4,-4862.6651767420935,-1723.1620080668729,0.0738780064412759,-1.1085614758504188,-0.7597499282189359,-0.27268597471413153,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2000000029802322,0.7727272510528564,0.0,1.0,1
Azerbaijan,6,15,Magnussen,Perez,1,2018,R,20,11,0.75,3689.0374001567743,631.3189725875945,0.0691767919991035,-0.750087028565373,-0.24412938909758763,-0.3321222657289557,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8684210777282715,0.8947368264198303,1.0,1.0,1
Azerbaijan,8,12,Vandoorne,Grosjean,1,2018,R,2,8,0.6,3689.0374001567743,631.3189725875945,0.0691767919991035,-0.750087028565373,-0.28485654601600735,-0.33179431383602814,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,0.8421052694320679,1.0,1.0,1
Azerbaijan,8,12,Grosjean,Vandoorne,3,2018,R,8,2,0.6,-5565.825567829175,374.2425523226766,0.4032759230860125,-0.977570803866855,0.3950810302941582,-0.43275260908887986,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8421052694320679,0.5625,1.0,1.0,1
Azerbaijan,9,4,Sainz,Verstappen,1,2018,R,55,33,0.2,3689.0374001567743,631.3189725875945,0.0691767919991035,-0.750087028565373,-0.3960547569335994,-0.434429003088995,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5600000023841858,0.6756756901741028,0.0,0.0,1
Azerbaijan,9,6,Hulkenberg,Ricciardo,2,2018,R,27,3,0.3,2384.066913761068,3686.071451624304,0.2147688071307075,-0.854642075690178,-0.5791421579505516,-0.4059685617355617,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1000000014901161,0.6666666865348816,0.0,0.0,1
Azerbaijan,9,10,Raikkonen,Gasly,3,2018,R,7,10,0.5,-5565.825567829175,374.2425523226766,0.4032759230860125,-0.977570803866855,-0.5398331371323194,-0.38836392351533666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428656578064,0.6521739363670349,1.0,1.0,1
Azerbaijan,10,13,Perez,Vandoorne,1,2018,R,11,2,0.65,3689.0374001567743,631.3189725875945,0.0691767919991035,-0.750087028565373,-0.3967628523251883,-0.2308976220858067,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7894737124443054,0.4375,1.0,1.0,1
Azerbaijan,11,16,Ericsson,Magnussen,1,2018,R,9,20,0.8,3689.0374001567743,631.3189725875945,0.0691767919991035,-0.750087028565373,0.05511224213907542,-0.2540242203173277,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4117647111415863,0.7368420958518982,1.0,1.0,1
Azerbaijan,15,4,Verstappen,Sainz,20,2018,R,33,55,0.2,-8077.31003903392,-4403.674074673621,0.1489860164689365,2.1625178556256235,1.0070258864757125,8.057274604971253,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5135135054588318,0.3199999928474426,0.0,0.0,1
Azerbaijan,15,8,Raikkonen,Stroll,1,2018,R,7,18,0.4,3689.0374001567743,631.3189725875945,0.0691767919991035,-0.750087028565373,-0.19986434897723668,-0.4301805818555772,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7346938848495483,0.3636363744735718,1.0,1.0,1
Azerbaijan,17,6,Raikkonen,Leclerc,1,2018,R,7,16,0.3,3689.0374001567743,631.3189725875945,0.0691767919991035,-0.750087028565373,-0.36984874305477805,-0.39708883557661917,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6938775777816772,0.304347813129425,1.0,1.0,1
Azerbaijan,18,16,Gasly,Ericsson,20,2018,R,10,9,0.8,-8077.31003903392,-4403.674074673621,0.1489860164689365,2.1625178556256235,0.2180130885447147,2.707818615336969,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777910232544,0.0,1.0,1.0,1
Azerbaijan,21,8,Perez,Stroll,1,2018,R,11,18,0.4,3689.0374001567743,631.3189725875945,0.0691767919991035,-0.750087028565373,1.3755266392144054,-0.09783641688070029,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0909090936183929,1.0,1.0,1
Azerbaijan,23,11,Sainz,Alonso,1,2018,R,55,14,0.55,3689.0374001567743,631.3189725875945,0.0691767919991035,-0.750087028565373,0.1401044391778461,-0.21263373083244086,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6800000071525574,0.4358974397182464,1.0,1.0,1
Azerbaijan,26,10,Leclerc,Alonso,1,2018,R,16,14,0.5,3689.0374001567743,631.3189725875945,0.0691767919991035,-0.750087028565373,-0.6071184103083451,-0.24469999588998484,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.3589743673801422,1.0,1.0,1
Azerbaijan,27,4,Ricciardo,Verstappen,1,2018,R,3,33,0.2,3689.0374001567743,631.3189725875945,0.0691767919991035,-0.750087028565373,-0.19986434897723668,-0.3328197893420032,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666716337204,0.1891891956329345,0.0,0.0,1
Azerbaijan,27,4,Verstappen,Ricciardo,2,2018,R,33,3,0.2,2384.066913761068,3686.071451624304,0.2147688071307075,-0.854642075690178,-0.09008297728182561,0.06450253639093914,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1891891956329345,0.1666666716337204,0.0,0.0,1
Azerbaijan,35,4,Ricciardo,Verstappen,1,2018,R,3,33,0.2,3689.0374001567743,631.3189725875945,0.0691767919991035,-0.750087028565373,-0.11487215193846598,-0.3080434296274996,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0555555559694767,-0.0270270276814699,0.0,0.0,1
Azerbaijan,48,3,Raikkonen,Vettel,2,2018,R,7,5,0.15,2384.066913761068,3686.071451624304,0.2147688071307075,-0.854642075690178,1.8909435684887217,-0.36044619274893563,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061224490404129,0.2727272808551788,1.0,1.0,1
Azerbaijan,48,6,Leclerc,Sainz,1,2018,R,16,55,0.3,3689.0374001567743,631.3189725875945,0.0691767919991035,-0.750087028565373,-0.18569919895044265,-0.3717614475251848,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272808551788,0.5600000023841858,1.0,0.0,1
Azerbaijan,48,8,Alonso,Stroll,1,2018,R,14,18,0.4,3689.0374001567743,631.3189725875945,0.0691767919991035,-0.750087028565373,-0.11487215193846598,-0.4186122874460834,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0909090936183929,0.2727272808551788,0.0,1.0,1
Azerbaijan,48,10,Gasly,Magnussen,1,2018,R,10,20,0.5,3689.0374001567743,631.3189725875945,0.0691767919991035,-0.750087028565373,-0.19986434897723668,-0.24855886601442403,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6086956262588501,0.25,1.0,1.0,1
Azerbaijan,48,11,Vandoorne,Hartley,1,2018,R,2,28,0.55,3689.0374001567743,631.3189725875945,0.0691767919991035,-0.750087028565373,-0.16829574454123575,-0.35154648255734033,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.807692289352417,0.7272727489471436,0.0,1.0,1
Azerbaijan,48,12,Vandoorne,Ericsson,1,2018,R,2,9,0.6,3689.0374001567743,631.3189725875945,0.0691767919991035,-0.750087028565373,-0.16829574454123575,-0.25690754501136903,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.807692289352417,0.6363636255264282,0.0,0.0,1
Azerbaijan,49,4,Perez,Vettel,1,2018,R,11,5,0.2,3689.0374001567743,631.3189725875945,0.0691767919991035,-0.750087028565373,-0.36984874305477805,-0.354855990395333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1818181872367859,0.1818181872367859,1.0,1.0,1
Azerbaijan,49,5,Sainz,Leclerc,1,2018,R,55,16,0.25,3689.0374001567743,631.3189725875945,0.0691767919991035,-0.750087028565373,-0.6535103303594759,-0.3647994940750719,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5199999809265137,0.1818181872367859,0.0,1.0,1
Azerbaijan,51,7,Alonso,Stroll,3,2018,R,14,18,0.35,-5565.825567829175,374.2425523226766,0.4032759230860125,-0.977570803866855,-0.7162189210503054,-0.17385191633328684,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3636363744735718,0.0,0.0,1.0,1
Spain,7,10,Alonso,Ocon,3,2018,R,14,31,0.5,-6846.68701171875,-7532.82373046875,0.343115448111375,1.341013913930727,0.21790804142618245,-0.2831497319492142,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.550000011920929,0.7857142686843872,0.0,1.0,1
Spain,7,16,Sirotkin,Hartley,1,2018,R,35,28,0.8,-3728.05029296875,-7258.6728515625,0.2039387234414378,-0.19743892233426089,0.8019816923684755,-0.3669386857505791,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9189189076423644,0.949999988079071,1.0,1.0,1
Spain,20,5,Vettel,Magnussen,1,2018,R,5,20,0.25,-3728.05029296875,-7258.6728515625,0.2039387234414378,-0.19743892233426089,-0.6806779792801713,-0.433540031914455,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9387755393981934,0.2580645084381103,1.0,0.0,1
Spain,21,6,Bottas,Magnussen,1,2018,R,77,20,0.3,-3728.05029296875,-7258.6728515625,0.2039387234414378,-0.19743892233426089,-0.19632257514128562,-0.3303726212330627,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.957446813583374,0.2258064448833465,1.0,0.0,1
Spain,25,13,Leclerc,Hartley,1,2018,R,16,28,0.65,-3728.05029296875,-7258.6728515625,0.2039387234414378,-0.19743892233426089,-0.2683654452844246,-0.37611307994311727,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8863636255264282,0.6499999761581421,1.0,1.0,1
Spain,26,13,Alonso,Hartley,1,2018,R,14,28,0.65,-3728.05029296875,-7258.6728515625,0.2039387234414378,-0.19743892233426089,-0.5285010171108843,-0.35512401019433865,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8863636255264282,0.6333333253860474,1.0,1.0,1
Spain,35,11,Perez,Stroll,1,2018,R,11,18,0.55,-3728.05029296875,-7258.6728515625,0.2039387234414378,-0.19743892233426089,0.3126268235142509,-0.33339746019808497,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3571428656578064,0.6590909361839294,1.0,1.0,1
Spain,35,15,Ocon,Sirotkin,1,2018,R,31,35,0.75,-3728.05029296875,-7258.6728515625,0.2039387234414378,-0.19743892233426089,0.8200420154880117,-0.3400131494885408,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4000000059604645,0.6486486196517944,1.0,0.0,1
Spain,42,8,Alonso,Leclerc,1,2018,R,14,16,0.4,-3728.05029296875,-7258.6728515625,0.2039387234414378,-0.19743892233426089,-0.40043172020578344,-0.4312143883284036,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5227272510528564,0.5,1.0,1.0,1
Spain,42,11,Perez,Ericsson,1,2018,R,11,9,0.55,-3728.05029296875,-7258.6728515625,0.2039387234414378,-0.19743892233426089,0.13654839968382268,-0.26547929759459776,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8367347121238708,0.7586206793785095,0.0,1.0,1
Spain,43,10,Perez,Stroll,1,2018,R,11,18,0.5,-3728.05029296875,-7258.6728515625,0.2039387234414378,-0.19743892233426089,0.2250966362166168,-0.2843291813833082,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8163265585899353,0.4772727191448211,0.0,1.0,1
Spain,58,9,Perez,Leclerc,1,2018,R,11,16,0.45,-3728.05029296875,-7258.6728515625,0.2039387234414378,-0.19743892233426089,1.1600108036430945,-0.24315177489723847,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5102040767669678,0.1363636404275894,0.0,1.0,1
Monaco,5,17,Verstappen,Ericsson,5,2018,R,33,9,0.85,-1422.224853515625,-197.8936920166016,0.2116418239779422,-0.9453187128934532,0.09760898909746404,-0.4127473953760989,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91304349899292,0.75,1.0,1.0,1
Monaco,7,16,Verstappen,Stroll,10,2018,R,33,18,0.8,-4159.9892578125,-4441.59521484375,0.4023489180846908,-0.6007226755299373,-0.4300517654369084,-0.36145336741905926,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8695651888847351,0.25,1.0,1.0,1
Monaco,15,13,Verstappen,Leclerc,10,2018,R,33,16,0.65,-4159.9892578125,-4441.59521484375,0.4023489180846908,-0.6007226755299373,-0.45484094009354875,-0.1584729958204099,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.695652186870575,0.9824561476707458,1.0,1.0,1
Monaco,57,9,Verstappen,Sainz,10,2018,R,33,55,0.45,-4159.9892578125,-4441.59521484375,0.4023489180846908,-0.6007226755299373,0.7108695280166867,-0.34049759010277114,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6774193644523621,0.338709682226181,1.0,1.0,1
Canada,5,11,Alonso,Magnussen,2,2018,R,14,20,0.55,3856.566650390625,-2073.48876953125,0.0619239680736642,-1.1085614758504188,-0.15347275314560754,-0.4084407148863274,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7647058963775635,0.8095238208770752,1.0,1.0,1
Canada,5,13,Alonso,Sirotkin,1,2018,R,14,35,0.65,3314.213623046875,-1317.8548583984375,0.4602895089513553,-0.16084460804398576,0.05511224213907542,-0.4101620565280242,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7647058963775635,0.8399999737739563,1.0,1.0,1
Canada,5,14,Gasly,Sirotkin,2,2018,R,10,35,0.7,3856.566650390625,-2073.48876953125,0.0619239680736642,-1.1085614758504188,-0.4830707321016274,-0.40309689082175176,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818127632141,0.8399999737739563,1.0,1.0,1
Canada,24,7,Hulkenberg,Grosjean,11,2018,R,27,8,0.35,-374.8269958496094,15840.400390625,0.0260214478365296,0.5127886241458288,0.31717108404928285,6.061885159283654,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8035714030265808,0.5106382966041565,1.0,1.0,1
Canada,25,8,Sainz,Grosjean,11,2018,R,55,8,0.4,-374.8269958496094,15840.400390625,0.0260214478365296,0.5127886241458288,-0.6616553726797578,0.03201844987678005,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929,0.4893617033958435,1.0,1.0,1
Canada,48,9,Ocon,Grosjean,11,2018,R,31,8,0.45,-374.8269958496094,15840.400390625,0.0260214478365296,0.5127886241458288,-0.6049934756945752,0.28978882061188393,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3620689511299133,0.0,1.0,1.0,1
France,6,6,Raikkonen,Leclerc,8,2018,R,7,16,0.3,1168.4274280279103,406.528680790892,0.2276097708342582,-0.3169304047626095,-0.6248253341710901,-0.27497665410176914,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7575757503509521,0.7333333492279053,0.0,0.0,1
France,6,16,Vettel,Alonso,3,2018,R,5,14,0.8,-9698.041544087078,3189.495312516554,0.427224865053029,0.8033022430031584,0.3100888332553875,-0.4287955166437904,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8717948794364929,0.8888888955116272,1.0,1.0,1
France,7,13,Vettel,Hartley,11,2018,R,5,28,0.65,8822.546802013514,-6915.538493025753,0.2693231807656722,0.3741286686146738,-0.19986434897723668,-0.2907850555669317,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538553237915,0.837837815284729,1.0,1.0,1
France,7,14,Vettel,Stroll,1,2018,R,5,18,0.7,-3875.8803543388663,940.6145863310726,0.7785254131142706,1.1617766902882043,1.7549561829144893,-0.38214444560643224,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538553237915,0.875,1.0,1.0,1
France,8,5,Raikkonen,Magnussen,8,2018,R,7,20,0.25,1168.4274280279103,406.528680790892,0.2276097708342582,-0.3169304047626095,-0.45301299054328403,-0.40579044293515837,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6969696879386902,0.6296296119689941,0.0,0.0,1
France,8,11,Vandoorne,Ericsson,1,2018,R,2,9,0.55,-3875.8803543388663,940.6145863310726,0.7785254131142706,1.1617766902882043,-0.31389623833919084,-0.38778458946649014,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8205128312110901,0.7941176295280457,1.0,1.0,1
