Race,Lap,Position,Overtaker,Overtaken,Turn,Year,Session,OvertakerNumber,OvertakenNumber,NormalizedPosition,X,Y,CornerAngle,AverageCornerSpeed,SpeedDelta,DistanceDelta,OvertakerDrsState,isOvertakerSoft,isOvertakenSoft,isOvertakerMedium,isOvertakenMedium,isOvertakerHard,isOvertakenHard,isOvertakerWet,isOvertakenWet,isOvertakerIntermediate,isOvertakenIntermediate,OvertakerTyreLife,OvertakenTyreLife,IsOvertakerFreshTyre,IsOvertakenFreshTyre
China,48,4,Verstappen,Hamilton,5,2018,R,33,44,0.2,-6014.22705078125,1311.9625244140625,0.41826620997949965,273.0,-10.758331298828125,206.0094451904297,0,1,0,0,1,0,0,0,0,0,0,0.8888888955116272,0.800000011920929,1,1
China,55,7,Alonso,Vettel,13,2018,R,14,5,0.35,-2345.06982421875,7168.982421875,0.2899762724733997,217.0,-8.387496948242188,148.29278564453125,0,0,0,1,1,0,0,0,0,0,0,0.1111111119389534,0.10000000149011612,1,1
Azerbaijan,6,4,Verstappen,Ricciardo,6,2018,R,33,3,0.2,-7617.318818496836,-3926.026038238873,0.5618752703801013,102.0500032,-22.845840454101562,3.94888973236084,0,1,1,0,0,0,0,0,0,0,0,0.7567567825317383,0.75,0,0
Azerbaijan,6,5,Sainz,Ricciardo,20,2018,R,55,3,0.25,-8077.3100390339205,-4403.674074673621,0.14898601646893658,306.0,-5.0,91.89805603027344,0,1,1,0,0,0,0,0,0,0,0,0.6800000071525574,0.75,0,0
Azerbaijan,6,7,Gasly,Hulkenberg,20,2018,R,10,27,0.35,-8077.3100390339205,-4403.674074673621,0.14898601646893658,306.0,-6.741668701171875,39.27750015258789,0,1,1,0,0,0,0,0,0,0,0,0.782608687877655,0.20000000298023224,1,0
Azerbaijan,6,8,Gasly,Stroll,11,2018,R,10,18,0.4,-12352.278964478111,-4129.880226960703,0.3191775712899753,102.0,-1.4875030517578125,16.20027732849121,0,1,1,0,0,0,0,0,0,0,0,0.782608687877655,0.7727272510528564,1,1
Azerbaijan,6,8,Stroll,Hulkenberg,17,2018,R,18,27,0.4,-12714.251049135808,-9481.44133662404,0.10087607644755367,239.0,-13.0,5.433055400848389,0,1,1,0,0,0,0,0,0,0,0,0.7727272510528564,0.20000000298023224,1,0
Azerbaijan,6,8,Hulkenberg,Stroll,9,2018,R,27,18,0.4,-11606.2553499057,-4286.033173998214,0.1856651233735563,109.0,-15.0,16.162500381469727,0,1,1,0,0,0,0,0,0,0,0,0.20000000298023224,0.7727272510528564,0,1
Azerbaijan,6,15,Magnussen,Perez,14,2018,R,20,11,0.75,-16888.82437537549,-7335.751780162162,0.5107709842821736,288.0,-1.0,53.807777404785156,0,1,1,0,0,0,0,0,0,0,0,0.8684210777282715,0.8947368264198303,1,1
Azerbaijan,8,12,Vandoorne,Grosjean,18,2018,R,2,8,0.6,-11029.53380137574,-7796.23853385484,0.10336299691645522,283.0,-2.0,150.88722229003906,0,1,1,0,0,0,0,0,0,0,0,0.5625,0.8421052694320679,1,1
Azerbaijan,8,12,Grosjean,Vandoorne,7,2018,R,8,2,0.6,-10710.063798831094,-6235.337256785684,0.190454361909482,71.29999786666667,-1.6107101440429688,2.3561112880706787,0,1,1,0,0,0,0,0,0,0,0,0.8421052694320679,0.5625,1,1
Azerbaijan,9,4,Sainz,Verstappen,5,2018,R,55,33,0.2,-7728.697050002749,-3377.074091094411,0.5554849250606025,107.0,-11.599998474121094,3.069444417953491,0,1,1,0,0,0,0,0,0,0,0,0.5600000023841858,0.6756756901741028,0,0
Azerbaijan,9,6,Hulkenberg,Ricciardo,17,2018,R,27,3,0.3,-12714.251049135808,-9481.44133662404,0.10087607644755367,239.0,-5.4166717529296875,4.475277900695801,0,1,1,0,0,0,0,0,0,0,0,-0.10000000149011612,0.6666666865348816,0,0
Azerbaijan,9,10,Raikkonen,Gasly,15,2018,R,7,10,0.5,-16846.43031172375,-9555.895632026248,0.4295775894988973,87.0,-1.0,40.80027770996094,0,1,1,0,0,0,0,0,0,0,0,0.8571428656578064,0.6521739363670349,1,1
Azerbaijan,10,13,Perez,Vandoorne,19,2018,R,11,2,0.65,-10524.590291121332,-6346.5942106800085,0.08746650060476552,290.0,-6.0,100.48249816894531,0,1,1,0,0,0,0,0,0,0,0,0.7894737124443054,0.4375,1,1
Azerbaijan,11,16,Ericsson,Magnussen,16,2018,R,9,20,0.8,-13660.610623947281,-11108.575388918323,0.16599665995368743,120.0,-11.6875,87.98027801513672,0,1,1,0,0,0,0,0,0,0,0,0.4117647111415863,0.7368420958518982,1,1
Azerbaijan,15,4,Verstappen,Sainz,6,2018,R,33,55,0.2,-7617.318818496836,-3926.026038238873,0.5618752703801013,102.0500032,-2.5999984741210938,662.57861328125,0,1,1,0,0,0,0,0,0,0,0,0.5135135054588318,0.3199999928474426,0,0
Azerbaijan,15,8,Raikkonen,Stroll,11,2018,R,7,18,0.4,-12352.278964478111,-4129.880226960703,0.3191775712899753,102.0,-1.4833297729492188,17.385278701782227,0,1,1,0,0,0,0,0,0,0,0,0.7346938848495483,0.3636363744735718,1,1
Azerbaijan,17,6,Raikkonen,Leclerc,14,2018,R,7,16,0.3,-16888.82437537549,-7335.751780162162,0.5107709842821736,288.0,-5.0,139.28250122070312,0,1,1,0,0,0,0,0,0,0,0,0.6938775777816772,0.30434781312942505,1,1
Azerbaijan,18,16,Gasly,Ericsson,6,2018,R,10,9,0.8,-7617.318818496836,-3926.026038238873,0.5618752703801013,102.0500032,-39.125,198.55111694335938,0,1,1,0,0,0,0,0,0,0,0,0.7777777910232544,0.0,1,1
Azerbaijan,21,8,Perez,Stroll,6,2018,R,11,18,0.4,-7617.318818496836,-3926.026038238873,0.5618752703801013,102.0500032,-9.199996948242188,30.850555419921875,0,1,1,0,0,0,0,0,0,0,0,0.5,0.09090909361839294,1,1
Azerbaijan,23,11,Sainz,Alonso,6,2018,R,55,14,0.55,-7617.318818496836,-3926.026038238873,0.5618752703801013,102.0500032,-10.162498474121094,52.945831298828125,0,1,1,0,0,0,0,0,0,0,0,0.6800000071525574,0.43589743971824646,1,1
Azerbaijan,26,10,Leclerc,Alonso,3,2018,R,16,14,0.5,-5565.825567829175,374.2425523226766,0.40327592308601257,95.76987509546453,-7.208335876464844,47.38750076293945,0,1,1,0,0,0,0,0,0,0,0,0.875,0.3589743673801422,1,1
Azerbaijan,27,4,Ricciardo,Verstappen,12,2018,R,3,33,0.2,-12573.09027225614,-3645.1900160358095,0.14118944157908184,106.03333119999999,-5.6875,170.34693908691406,0,1,1,0,0,0,0,0,0,0,0,0.1666666716337204,0.18918919563293457,0,0
Azerbaijan,27,4,Verstappen,Ricciardo,16,2018,R,33,3,0.2,-13660.610623947281,-11108.575388918323,0.16599665995368743,120.0,-11.0625,48.20916748046875,0,1,1,0,0,0,0,0,0,0,0,0.18918919563293457,0.1666666716337204,0,0
Azerbaijan,35,4,Ricciardo,Verstappen,11,2018,R,3,33,0.2,-12352.278964478111,-4129.880226960703,0.3191775712899753,102.0,-5.0,58.52944564819336,0,1,1,0,0,0,0,0,0,0,0,-0.0555555559694767,-0.027027027681469917,0,0
Azerbaijan,48,3,Raikkonen,Vettel,5,2018,R,7,5,0.15,-7728.697050002749,-3377.074091094411,0.5554849250606025,107.0,-5.8000030517578125,3.002500057220459,0,1,1,0,0,0,0,0,0,0,0,0.06122449040412903,0.27272728085517883,1,1
Azerbaijan,48,6,Leclerc,Sainz,7,2018,R,16,55,0.3,-10710.063798831094,-6235.337256785684,0.190454361909482,71.29999786666667,-5.383331298828125,8.776944160461426,0,1,1,0,0,0,0,0,0,0,0,0.27272728085517883,0.5600000023841858,1,0
Azerbaijan,48,8,Alonso,Stroll,2,2018,R,14,18,0.4,2384.0669137610676,3686.0714516243042,0.21476880713070756,104.0,-3.1958351135253906,0.4549174904823303,0,1,1,0,0,0,0,0,0,0,0,-0.09090909361839294,0.27272728085517883,0,1
Azerbaijan,48,10,Gasly,Magnussen,17,2018,R,10,20,0.5,-12714.251049135808,-9481.44133662404,0.10087607644755367,239.0,-1.0,406.834716796875,0,1,1,0,0,0,0,0,0,0,0,0.6086956262588501,0.25,1,1
Azerbaijan,48,11,Vandoorne,Hartley,4,2018,R,2,28,0.55,-4862.6651767420935,-1723.1620080668729,0.07387800644127596,87.0,-4.400001525878906,15.78499984741211,0,1,1,0,0,0,0,0,0,0,0,0.807692289352417,0.7272727489471436,0,1
Azerbaijan,48,12,Vandoorne,Ericsson,4,2018,R,2,9,0.6,-4862.6651767420935,-1723.1620080668729,0.07387800644127596,87.0,-7.0,14.124444007873535,0,1,1,0,0,0,0,0,0,0,0,0.807692289352417,0.6363636255264282,0,0
Azerbaijan,49,4,Perez,Vettel,20,2018,R,11,5,0.2,-8077.3100390339205,-4403.674074673621,0.14898601646893658,306.0,-2.0,61.44527816772461,0,1,1,0,0,0,0,0,0,0,0,0.1818181872367859,0.1818181872367859,1,1
Azerbaijan,49,5,Sainz,Leclerc,2,2018,R,55,16,0.25,2384.0669137610676,3686.0714516243042,0.21476880713070756,104.0,-3.0,9.195833206176758,0,1,1,0,0,0,0,0,0,0,0,0.5199999809265137,0.1818181872367859,0,1
Azerbaijan,51,7,Alonso,Stroll,15,2018,R,14,18,0.35,-16846.43031172375,-9555.895632026248,0.4295775894988973,87.0,-3.0,75.19000244140625,0,1,1,0,0,0,0,0,0,0,0,-0.3636363744735718,0.0,0,1
Spain,7,10,Alonso,Ocon,10,2018,R,14,31,0.5,869.1649169921875,1933.093017578125,0.03815784522580131,86.94166613333331,-9.949996948242188,6.819166660308838,0,1,1,0,0,0,0,0,0,0,0,0.550000011920929,0.7857142686843872,0,1
Spain,7,16,Sirotkin,Hartley,7,2018,R,35,28,0.8,-2657.036865234375,-4195.921875,0.04127403621010743,161.0,-5.9666595458984375,11.126388549804688,0,0,0,1,1,0,0,0,0,0,0,0.9189189076423645,0.949999988079071,1,1
Spain,20,5,Vettel,Magnussen,4,2018,R,5,20,0.25,-5053.705078125,-3172.251708984375,0.17151862507711418,160.0,-9.133331298828125,46.82694625854492,0,0,1,1,0,0,0,0,0,0,0,0.9387755393981934,0.25806450843811035,1,0
Spain,21,6,Bottas,Magnussen,13,2018,R,77,20,0.3,-170.4140625,3724.0,0.2496894517015968,147.0,-9.375,114.96083068847656,0,0,1,1,0,0,0,0,0,0,0,0.957446813583374,0.22580644488334656,1,0
Spain,25,13,Leclerc,Hartley,9,2018,R,16,28,0.65,-3938.748046875,-911.7788696289062,0.432836521669928,253.0,-1.60833740234375,58.14694595336914,0,0,0,1,1,0,0,0,0,0,0,0.8863636255264282,0.6499999761581421,1,1
Spain,26,13,Alonso,Hartley,15,2018,R,14,28,0.65,1272.7481689453125,3302.875244140625,0.2443019806716959,125.0,-10.915420532226562,76.85778045654297,0,0,0,1,1,0,0,0,0,0,0,0.8863636255264282,0.6333333253860474,1,1
Spain,35,11,Perez,Stroll,12,2018,R,11,18,0.55,-1556.8873291015625,2107.8310546875,0.4233903892800165,131.0,-6.0,56.72805404663086,0,0,0,1,1,0,0,0,0,0,0,0.3571428656578064,0.6590909361839294,1,1
Spain,35,15,Ocon,Sirotkin,7,2018,R,31,35,0.75,-2657.036865234375,-4195.921875,0.04127403621010743,161.0,-8.916671752929688,52.34055709838867,0,0,0,1,1,0,0,0,0,0,0,0.4000000059604645,0.6486486196517944,1,0
Spain,42,8,Alonso,Leclerc,9,2018,R,14,16,0.4,-3938.748046875,-911.7788696289062,0.432836521669928,253.0,-6.0,92.83472442626953,0,0,0,1,1,0,0,0,0,0,0,0.5227272510528564,0.5,1,1
Spain,42,11,Perez,Ericsson,6,2018,R,11,9,0.55,-3511.338623046875,-5588.65185546875,0.13383183174187993,253.02092025111588,-0.54998779296875,72.3677749633789,0,1,1,0,0,0,0,0,0,0,0,0.8367347121238708,0.7586206793785095,0,1
Spain,43,10,Perez,Stroll,10,2018,R,11,18,0.5,869.1649169921875,1933.093017578125,0.03815784522580131,86.94166613333331,-7.0,45.81694412231445,0,1,0,0,1,0,0,0,0,0,0,0.8163265585899353,0.47727271914482117,0,1
Spain,58,9,Perez,Leclerc,4,2018,R,11,16,0.45,-5053.705078125,-3172.251708984375,0.17151862507711418,160.0,-5.317787170410156,52.32611083984375,0,1,0,0,1,0,0,0,0,0,0,0.5102040767669678,0.13636364042758942,0,1
Monaco,5,17,Verstappen,Ericsson,8,2018,R,33,9,0.85,-271.22930908203125,-251.0789794921875,0.12444304206090558,80.20000000000002,-3.0,14.755000114440918,0,1,1,0,0,0,0,0,0,0,0,0.9130434989929199,0.75,1,1
Monaco,7,16,Verstappen,Stroll,12,2018,R,33,18,0.8,-6814.4267578125,-4914.705078125,0.15267385379388973,167.0,-1.0,29.979999542236328,0,1,1,0,0,0,0,0,0,0,0,0.8695651888847351,0.25,1,1
Monaco,15,13,Verstappen,Leclerc,16,2018,R,33,16,0.65,-6875.2265625,-8042.5830078125,0.42719761332706624,122.0,-2.5416717529296875,74.34972381591797,0,1,1,0,0,0,0,0,0,0,0,0.695652186870575,0.9824561476707458,1,1
Monaco,57,9,Verstappen,Sainz,5,2018,R,33,55,0.45,-1422.224853515625,-197.89369201660156,0.21164182397794226,97.92916480000001,-14.725006103515625,6.840554237365723,0,1,1,0,0,0,0,0,0,0,0,0.6774193644523621,0.33870968222618103,1,1
Canada,5,11,Alonso,Magnussen,14,2018,R,14,20,0.55,2435.436279296875,5153.82958984375,0.4363272199792278,182.7666602666667,-9.0,39.162498474121094,0,1,1,0,0,0,0,0,0,0,0,0.7647058963775635,0.8095238208770752,1,1
Canada,5,13,Alonso,Sirotkin,8,2018,R,14,35,0.65,-1785.4404296875,10539.7060546875,0.32942703640634086,144.04166399999997,-22.0,13.870277404785156,0,1,1,0,0,0,0,0,0,0,0,0.7647058963775635,0.8399999737739563,1,1
Canada,5,14,Gasly,Sirotkin,5,2018,R,10,35,0.7,-724.0447387695312,1618.9674072265625,0.08249918881931048,260.6541674666667,-7.0124969482421875,17.594722747802734,0,1,1,0,0,0,0,0,0,0,0,0.8181818127632141,0.8399999737739563,1,1
Canada,24,7,Hulkenberg,Grosjean,14,2018,R,27,8,0.35,2435.436279296875,5153.82958984375,0.4363272199792278,182.7666602666667,-12.0,16.531944274902344,0,1,1,0,0,0,0,0,0,0,0,0.8035714030265808,0.5106382966041565,1,1
Canada,25,8,Sainz,Grosjean,10,2018,R,55,8,0.4,-711.50537109375,16759.564453125,0.27165693162322746,75.22499626666668,-0.8499984741210938,44.56916809082031,0,1,1,0,0,0,0,0,0,0,0,0.800000011920929,0.4893617033958435,1,1
Canada,48,9,Ocon,Grosjean,5,2018,R,31,8,0.45,-724.0447387695312,1618.9674072265625,0.08249918881931048,260.6541674666667,-0.087493896484375,115.45111083984375,0,1,1,0,0,0,0,0,0,0,0,0.36206895112991333,0.0,1,1
France,6,6,Raikkonen,Leclerc,5,2018,R,7,16,0.3,-11038.434876845022,4230.068337320626,0.42285218511502065,108.0,-16.4354248046875,18.43138885498047,0,1,1,0,0,0,0,0,0,0,0,0.7575757503509521,0.7333333492279053,0,0
France,6,16,Vettel,Alonso,10,2018,R,5,14,0.8,9433.774740424826,-2630.987220051376,0.8829184982546391,303.0,-13.0,411.209716796875,0,1,1,0,0,0,0,0,0,0,0,0.8717948794364929,0.8888888955116272,1,1
France,7,13,Vettel,Hartley,7,2018,R,5,28,0.65,-8997.205444523974,3871.434971207833,0.8801229510305688,264.0,-4.537506103515625,50.28888702392578,0,1,1,0,0,0,0,0,0,0,0,0.8461538553237915,0.837837815284729,1,1
France,7,14,Vettel,Stroll,8,2018,R,5,18,0.7,1168.4274280279105,406.52868079089194,0.2276097708342582,140.0,-0.9790802001953125,0.9252774119377136,0,1,1,0,0,0,0,0,0,0,0,0.8461538553237915,0.875,1,1
France,8,5,Raikkonen,Magnussen,2,2018,R,7,20,0.25,-4778.445772562185,583.518104034581,0.1993999943757381,187.0,-2.0,113.80083465576172,0,1,1,0,0,0,0,0,0,0,0,0.6969696879386902,0.6296296119689941,0,0
France,8,11,Vandoorne,Ericsson,14,2018,R,2,9,0.55,4513.234731927232,-2980.1445102808757,0.730723949079795,213.0,-7.0,56.72944259643555,0,1,1,0,0,0,0,0,0,0,0,0.8205128312110901,0.7941176295280457,1,1
France,8,12,Vettel,Ericsson,5,2018,R,5,9,0.6,-11038.434876845022,4230.068337320626,0.42285218511502065,108.0,-4.066673278808594,22.7227783203125,0,1,1,0,0,0,0,0,0,0,0,0.8205128312110901,0.7941176295280457,1,1
France,8,14,Bottas,Hartley,13,2018,R,77,28,0.7,6740.8455871033475,-3937.257768462207,0.25297363117080196,245.0,-3.0749969482421875,15.345833778381348,0,1,1,0,0,0,0,0,0,0,0,0.8157894611358643,0.8108108043670654,1,1
France,8,15,Bottas,Stroll,9,2018,R,77,18,0.75,1890.657110499762,721.7382679339134,0.7748224380179083,158.0,-2.8000030517578125,24.371389389038086,0,1,1,0,0,0,0,0,0,0,0,0.8157894611358643,0.8541666865348816,1,1
France,9,3,Ricciardo,Sainz,13,2018,R,3,55,0.15,6740.8455871033475,-3937.257768462207,0.25297363117080196,245.0,-1.9000091552734375,79.64777374267578,0,1,1,0,0,0,0,0,0,0,0,0.5185185074806213,0.5600000023841858,0,0
France,9,11,Vettel,Vandoorne,6,2018,R,5,2,0.55,-10514.404116569563,5273.321606103762,0.7318074419291362,195.1708352,-20.0,51.532501220703125,0,1,1,0,0,0,0,0,0,0,0,0.7948718070983887,0.7948718070983887,1,1
France,10,4,Raikkonen,Sainz,13,2018,R,7,55,0.2,6740.8455871033475,-3937.257768462207,0.25297363117080196,245.0,-4.103729248046875,91.66139221191406,0,1,1,0,0,0,0,0,0,0,0,0.6363636255264282,0.5199999809265137,0,0
France,11,10,Vettel,Hulkenberg,8,2018,R,5,27,0.5,1168.4274280279105,406.52868079089194,0.2276097708342582,140.0,-3.0,34.20833206176758,0,1,1,0,0,0,0,0,0,0,0,0.7435897588729858,0.7222222089767456,1,1
France,11,12,Bottas,Vandoorne,5,2018,R,77,2,0.6,-11038.434876845022,4230.068337320626,0.42285218511502065,108.0,-8.5,104.35749816894531,0,1,1,0,0,0,0,0,0,0,0,0.7368420958518982,0.7435897588729858,1,1
France,13,9,Vettel,Perez,13,2018,R,5,11,0.45,6740.8455871033475,-3937.257768462207,0.25297363117080196,245.0,-5.6785736083984375,90.91889190673828,0,1,1,0,0,0,0,0,0,0,0,0.692307710647583,0.5555555820465088,1,1
France,14,8,Vettel,Grosjean,1,2018,R,5,8,0.4,-3875.8803543388667,940.6145863310726,0.7785254131142706,239.0,-3.0,168.94027709960938,0,1,1,0,0,0,0,0,0,0,0,0.6666666865348816,0.5151515007019043,1,0
France,14,10,Hulkenberg,Perez,11,2018,R,27,11,0.5,8822.546802013514,-6915.538493025753,0.2693231807656722,186.2666666666667,-13.350006103515625,31.31999969482422,0,1,1,0,0,0,0,0,0,0,0,0.6388888955116272,0.5185185074806213,1,1
France,15,11,Bottas,Perez,9,2018,R,77,11,0.55,1890.657110499762,721.7382679339134,0.7748224380179083,158.0,-1.0,25.980833053588867,0,1,1,0,0,0,0,0,0,0,0,0.6315789222717285,0.48148149251937866,1,1
France,16,9,Hulkenberg,Grosjean,11,2018,R,27,8,0.45,8822.546802013514,-6915.538493025753,0.2693231807656722,186.2666666666667,-14.0,36.747222900390625,0,1,1,0,0,0,0,0,0,0,0,0.5833333134651184,0.4545454680919647,1,0
France,17,7,Vettel,Leclerc,4,2018,R,5,16,0.35,-10002.888943180831,4069.2347593156182,0.3528848303142104,145.0,-1.54998779296875,38.436668395996094,0,1,1,0,0,0,0,0,0,0,0,0.5897436141967773,0.36666667461395264,1,0
France,18,6,Vettel,Magnussen,4,2018,R,5,20,0.3,-10002.888943180831,4069.2347593156182,0.3528848303142104,145.0,-4.01666259765625,85.61194610595703,0,1,1,0,0,0,0,0,0,0,0,0.5641025900840759,0.25925925374031067,1,0
France,19,10,Bottas,Grosjean,9,2018,R,77,8,0.5,1890.657110499762,721.7382679339134,0.7748224380179083,158.0,-4.0,195.2483367919922,0,1,1,0,0,0,0,0,0,0,0,0.5263158082962036,0.3636363744735718,1,0
France,20,5,Vettel,Sainz,7,2018,R,5,55,0.25,-8997.205444523974,3871.434971207833,0.8801229510305688,264.0,-9.0,1168.278564453125,0,1,1,0,0,0,0,0,0,0,0,0.5128205418586731,0.11999999731779099,1,0
France,24,8,Hulkenberg,Leclerc,10,2018,R,27,16,0.4,9433.774740424826,-2630.987220051376,0.8829184982546391,303.0,-6.5,30.433332443237305,0,1,1,0,0,0,0,0,0,0,0,0.3611111044883728,0.13333334028720856,1,0
France,27,14,Sainz,Ericsson,13,2018,R,55,9,0.7,6740.8455871033475,-3937.257768462207,0.25297363117080196,245.0,-6.0,109.36305236816406,0,1,1,0,0,0,0,0,0,0,0,0.9629629850387573,0.23529411852359772,1,1
France,28,8,Bottas,Leclerc,4,2018,R,77,16,0.4,-10002.888943180831,4069.2347593156182,0.3528848303142104,145.0,-6.125,96.4941635131836,0,1,1,0,0,0,0,0,0,0,0,0.28947368264198303,0.0,1,0
France,30,12,Magnussen,Hartley,12,2018,R,20,28,0.6,8770.438108508657,-3480.0457782046815,0.7402948336049112,142.0,-3.7166671752929688,24.429166793823242,0,1,1,0,0,0,0,0,0,0,0,0.9200000166893005,0.21621622145175934,1,1
France,32,15,Leclerc,Stroll,15,2018,R,16,18,0.75,3797.2158169349395,-4305.922816127109,0.18105109736002148,82.0,-0.26250457763671875,71.2572250366211,0,1,1,0,0,0,0,0,0,0,0,0.9545454382896423,0.3541666567325592,1,1
France,34,4,Ricciardo,Vettel,2,2018,R,3,5,0.2,-4778.445772562185,583.518104034581,0.1993999943757381,187.0,-9.0,437.7497253417969,0,1,1,0,0,0,0,0,0,0,0,0.7599999904632568,0.1538461595773697,1,1
